timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations,violations_current_parent_commit_mapping
20260324_134028,bc852f7c9345ed9fca58091a110ea9562de7e1ee,,1764367331,added tests for matching module,,,95.37,2,ItemInList:/conllu_tools/io/brat_to_conllu.py:264;ItemInList:/conllu_tools/io/brat_to_conllu.py:98,0,,2,ItemInList:/conllu_tools/io/brat_to_conllu.py:264=1;ItemInList:/conllu_tools/io/brat_to_conllu.py:98=1,0,,
20260324_134028,e183ec5324df8a77cc46ea6c4f1d9fe13053632c,bc852f7c9345ed9fca58091a110ea9562de7e1ee,1764367397,updated project info,https://github.com/gpizzorno/conllu_tools/compare/bc852f7c9345ed9fca58091a110ea9562de7e1ee...e183ec5324df8a77cc46ea6c4f1d9fe13053632c,1,95.37,0,,0,,2,ItemInList:/conllu_tools/io/brat_to_conllu.py:264=1;ItemInList:/conllu_tools/io/brat_to_conllu.py:98=1,2,ItemInList:/conllu_tools/io/brat_to_conllu.py:264=1;ItemInList:/conllu_tools/io/brat_to_conllu.py:98=1,
20260324_134028,a670b9d01824b2428e02562811fdb7aa310df950,e183ec5324df8a77cc46ea6c4f1d9fe13053632c,1764368570,ref fixes,https://github.com/gpizzorno/conllu_tools/compare/e183ec5324df8a77cc46ea6c4f1d9fe13053632c...a670b9d01824b2428e02562811fdb7aa310df950,1,95.37,0,,0,,2,ItemInList:/conllu_tools/io/brat_to_conllu.py:264=1;ItemInList:/conllu_tools/io/brat_to_conllu.py:98=1,2,ItemInList:/conllu_tools/io/brat_to_conllu.py:264=1;ItemInList:/conllu_tools/io/brat_to_conllu.py:98=1,
20260324_134028,86c499a62f0a8612094d2f129ed0bd3d4bfe669c,a670b9d01824b2428e02562811fdb7aa310df950,1764435016,format fixes,https://github.com/gpizzorno/conllu_tools/compare/a670b9d01824b2428e02562811fdb7aa310df950...86c499a62f0a8612094d2f129ed0bd3d4bfe669c,2,95.37,0,,0,,2,ItemInList:/conllu_tools/io/brat_to_conllu.py:264=1;ItemInList:/conllu_tools/io/brat_to_conllu.py:98=1,2,ItemInList:/conllu_tools/io/brat_to_conllu.py:264=1;ItemInList:/conllu_tools/io/brat_to_conllu.py:98=1,
