timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations,violations_current_parent_commit_mapping
20260324_134008,b1bcf682d62e369235ad1e477bc1cf8694ecf195,,1761223817,feat: Simplify max_size API to accept MB instead of bytes,,,x,3,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/fixtures.py:1851;FileClosedAnalysis:/pythonmop/pymop-startup-helper/sitecustomize.py:1901;FileClosedAnalysis:/usr/lib/python3.12/logging/__init__.py:1263,0,,3,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/fixtures.py:1851=1;FileClosedAnalysis:/pythonmop/pymop-startup-helper/sitecustomize.py:1901=1;FileClosedAnalysis:/usr/lib/python3.12/logging/__init__.py:1263=1,0,,
