timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations
20251222_123120,0c5509d3d7ea42163991d8a60cca3498c6a66a61,580941e2aab8873d912c5fcdb188af618e489c0f,1658777136,fix: Cleaning up files,https://github.com/DataDog/guarddog/compare/580941e2aab8873d912c5fcdb188af618e489c0f...0c5509d3d7ea42163991d8a60cca3498c6a66a61,2,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_123120,b198bdef92abad9a4815d90fda561e45f206fc00,0c5509d3d7ea42163991d8a60cca3498c6a66a61,1659126040,requirements scanning and one repo scanning done,https://github.com/DataDog/guarddog/compare/0c5509d3d7ea42163991d8a60cca3498c6a66a61...b198bdef92abad9a4815d90fda561e45f206fc00,10,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_123120,d82ee2f2b38cbc497c27ce0040f7ac02f19459e8,b198bdef92abad9a4815d90fda561e45f206fc00,1659132977,fix: Open source ready and cleaned up,https://github.com/DataDog/guarddog/compare/b198bdef92abad9a4815d90fda561e45f206fc00...d82ee2f2b38cbc497c27ce0040f7ac02f19459e8,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_123120,1e947bd6f94c629bb531774f3cefc3f1aee283de,d82ee2f2b38cbc497c27ce0040f7ac02f19459e8,1659134578,feat: implements local requirements scanning #21,https://github.com/DataDog/guarddog/compare/d82ee2f2b38cbc497c27ce0040f7ac02f19459e8...1e947bd6f94c629bb531774f3cefc3f1aee283de,3,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_123120,c34e6969c2d25a4cfc71f6b7169e7ccd399da949,1e947bd6f94c629bb531774f3cefc3f1aee283de,1659392800,fix: cli more intuitive,https://github.com/DataDog/guarddog/compare/1e947bd6f94c629bb531774f3cefc3f1aee283de...c34e6969c2d25a4cfc71f6b7169e7ccd399da949,3,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_123120,991240d2c4821b45eb4709b2aebc25fe21211caa,c34e6969c2d25a4cfc71f6b7169e7ccd399da949,1659472618,fix: more cleanup and fixing docs,https://github.com/DataDog/guarddog/compare/c34e6969c2d25a4cfc71f6b7169e7ccd399da949...991240d2c4821b45eb4709b2aebc25fe21211caa,17,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_123120,dbfa83d85778bd7669ddea033824c159eae744f1,991240d2c4821b45eb4709b2aebc25fe21211caa,1659472892,fix: looks for domains that were reregistered right before most recent release,https://github.com/DataDog/guarddog/compare/991240d2c4821b45eb4709b2aebc25fe21211caa...dbfa83d85778bd7669ddea033824c159eae744f1,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_123120,c54bbf7c47fd85eeff45ef4188f23e4d1ec6d5d8,dbfa83d85778bd7669ddea033824c159eae744f1,1659540310,fix: cleaned up requirements parser,https://github.com/DataDog/guarddog/compare/dbfa83d85778bd7669ddea033824c159eae744f1...c54bbf7c47fd85eeff45ef4188f23e4d1ec6d5d8,3,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_123120,a4ccfb4f2f691a51b12c67a0f826fbc5043821e2,c54bbf7c47fd85eeff45ef4188f23e4d1ec6d5d8,1659540762,Update pysecurity/analyzer/analyzer.py,https://github.com/DataDog/guarddog/compare/c54bbf7c47fd85eeff45ef4188f23e4d1ec6d5d8...a4ccfb4f2f691a51b12c67a0f826fbc5043821e2,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_123120,014653a247795e379f04823d60ad9ab86ca7f724,a4ccfb4f2f691a51b12c67a0f826fbc5043821e2,1659558872,feat: changed json output to include errors and issues field,https://github.com/DataDog/guarddog/compare/a4ccfb4f2f691a51b12c67a0f826fbc5043821e2...014653a247795e379f04823d60ad9ab86ca7f724,6,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_123120,2d44de48b7bc04961e72892409e449d9148a02cf,014653a247795e379f04823d60ad9ab86ca7f724,1659559230,fix: strip description before checking,https://github.com/DataDog/guarddog/compare/014653a247795e379f04823d60ad9ab86ca7f724...2d44de48b7bc04961e72892409e449d9148a02cf,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_123120,1abd939608dc9369074608139a1ab88cb59e7976,2d44de48b7bc04961e72892409e449d9148a02cf,1659561702,feat: choices for the rules in scan command,https://github.com/DataDog/guarddog/compare/2d44de48b7bc04961e72892409e449d9148a02cf...1abd939608dc9369074608139a1ab88cb59e7976,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_123120,779de9eebefd13d3e969bbb353d900a4b652a3c7,1abd939608dc9369074608139a1ab88cb59e7976,1659625183,docs: added helper information for scan command,https://github.com/DataDog/guarddog/compare/1abd939608dc9369074608139a1ab88cb59e7976...779de9eebefd13d3e969bbb353d900a4b652a3c7,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
