timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations
20251229_105700,e825b1f106871987e18770c8d5912ff659a847d1,9477ec44ff4f0720f9f4dfca980327e894fd1f63,1651569283,"- Change default NR error criterion to ""Displacement"" which is more stable than ""Work"". - The constitutiveLaw are now directly updated by the assembly object and not by the weakform itself - Other minor changes",https://github.com/3MAH/fedoo/compare/9477ec44ff4f0720f9f4dfca980327e894fd1f63...e825b1f106871987e18770c8d5912ff659a847d1,16,0.0,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251229_105700,6f29ec02e58933ef81af6afce7b9eae344d8d407,e825b1f106871987e18770c8d5912ff659a847d1,1651588062,Debug PeriodicBoundaryCondition and TangentStiffnessMatrix,https://github.com/3MAH/fedoo/compare/e825b1f106871987e18770c8d5912ff659a847d1...6f29ec02e58933ef81af6afce7b9eae344d8d407,2,0.0,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251229_105700,80adf656cc9e63019c3138b7049a5e26ad9ca125,6f29ec02e58933ef81af6afce7b9eae344d8d407,1651825243,Update PeriodicBoundaryCondition.py,https://github.com/3MAH/fedoo/compare/6f29ec02e58933ef81af6afce7b9eae344d8d407...80adf656cc9e63019c3138b7049a5e26ad9ca125,1,0.0,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251229_105700,ed1bae7872e011af23d6dac01dadbc00de983257,80adf656cc9e63019c3138b7049a5e26ad9ca125,1652448656,- Add a sum capability for WeakForm objects - Add assembly_options dict in weakform object to specify default assembling options - Add HeatEquation WeakForm,https://github.com/3MAH/fedoo/compare/80adf656cc9e63019c3138b7049a5e26ad9ca125...ed1bae7872e011af23d6dac01dadbc00de983257,15,0.0,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251229_105700,0a964e3e9113a8b9de7cecebdde3db1d5de42811,ed1bae7872e011af23d6dac01dadbc00de983257,1652448792,update examples,https://github.com/3MAH/fedoo/compare/ed1bae7872e011af23d6dac01dadbc00de983257...0a964e3e9113a8b9de7cecebdde3db1d5de42811,5,0.0,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251229_105700,c38d3db2787f08dd37d1e235e1ffee2aa09c6b35,0a964e3e9113a8b9de7cecebdde3db1d5de42811,1652480002,test docs,https://github.com/3MAH/fedoo/compare/0a964e3e9113a8b9de7cecebdde3db1d5de42811...c38d3db2787f08dd37d1e235e1ffee2aa09c6b35,3,0.0,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251229_105700,b24e4a79ca12162d8fd94642f5208cb8b8d434ea,c38d3db2787f08dd37d1e235e1ffee2aa09c6b35,1653317942,Heat Equation weak formulation has been corrected,https://github.com/3MAH/fedoo/compare/c38d3db2787f08dd37d1e235e1ffee2aa09c6b35...b24e4a79ca12162d8fd94642f5208cb8b8d434ea,7,0.0,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251229_105700,91f99bb3588e2597650ac5d06cf1cb367b4b11f5,b24e4a79ca12162d8fd94642f5208cb8b8d434ea,1656075846,"Add the possibility to use updated lagrangian method for non linear mechanical problems (nlgeom = 2) For that purpose, also update simcoon",https://github.com/3MAH/fedoo/compare/b24e4a79ca12162d8fd94642f5208cb8b8d434ea...91f99bb3588e2597650ac5d06cf1cb367b4b11f5,16,0.0,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251229_105700,d47d4eb64d0590c140324037c981493ec087d1b0,91f99bb3588e2597650ac5d06cf1cb367b4b11f5,1656077921,Change output variable name,https://github.com/3MAH/fedoo/compare/91f99bb3588e2597650ac5d06cf1cb367b4b11f5...d47d4eb64d0590c140324037c981493ec087d1b0,1,0.0,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251229_105700,5600917c09aabc461f8047f47e680242177ebf5d,d47d4eb64d0590c140324037c981493ec087d1b0,1656079010,Change some output variable names and associated label (name of the variable should be the same that the label used in resulting dict),https://github.com/3MAH/fedoo/compare/d47d4eb64d0590c140324037c981493ec087d1b0...5600917c09aabc461f8047f47e680242177ebf5d,1,0.0,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
